WWI_ID,MSNDATE,COUNTRY,SERVICE,UNIT,MDS,TAKEOFFTIME,NUMBEROFPLANESATTACKING,WEAPONTYPE,WEAPONWEIGHT,BOMBLOAD,LATITUDE,LONGITUDE,TGTLOCATION,TGTCOUNTRY,TGTTYPE,TAKEOFFBASE,TAKEOFFLATITUDE,TAKEOFFLONGITUDE,FRIENDLYCASUALTIES,ALTITUDE
294,8/25/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,8/25/18 15:00,2,115 MM,1144,572,49.446067,5.608248,LONGUYON,FRANCE,RAIL YARDS,"AMANTY, FRANCE",,,"#8 HAD FORCED LANDING AT NEUFCHATEAU, #14 WAS HIT BY ANTIAIRCRAFT  JUST BEFORE REACHING OBJECTIVE AND FORCED TO RETURN, #18 TOOK HIS POSITION IN FORMATION",13650
295,8/25/18,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,DAY,9,,2022,224.6666667,48.924444,6.6363888,"MORHANGE, LUXEMBOURG",FRANCE,"AERODROME, RAIL & TRIANQLE",AZELOT,48.5941522,6.2420764,0,10000
296,8/25/18,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,DAY,9,,2110,234.4444444,49.233333,7,SAARBRUCKEN,GERMANY,RAILWAYS & FACTORIES,AZELOT,48.5941522,6.2420764,1,10000
297,8/25/18,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,DAY,12,,2730,227.5,49.5177146,6.1043747,BETTEMBOURG,LUXEMBOURG,RAILWAYS,AZELOT,48.5941522,6.2420764,0,10000
298,8/25/18,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,DAY,11,,2506,227.8181818,48.45,7.916667,ORENBURG,GERMANY,RAILWAY STN & BARRACKS,AZELOT,48.5941522,6.2420764,1,10000
299,8/25/18,UK,RAF,NO. 97 SQDN,HADLEY PAGE O/400,NIGHT,3,,2542,847.3333333,48.152448,2.202988,BOULAY,FRANCE,AERODROME,XAFF_VILLERS,48.41122886,6.5995216,0,6500
300,8/25/18,UK,RAF,NO. 215 SQDN,HADLEY PAGE O/400,NIGHT,5,,10335,2067,49.488333,8.464722,"MANNHEIM, BOULAY",GERMANY,"BASF, AERODROME",XAFF_VILLERS,48.41122886,6.5995216,0,10000
301,8/27/18,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,DAY,10,,2240,224,49.1641817,5.872321129,CONFLANS,FRANCE,RAILWAY SIDINQS,AZELOT,48.5941522,6.2420764,0,10000
302,8/27/18,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,DAY,6,,1362,227,48.915636,8.007115,BUHL,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,0,10000
303,8/30/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,8/30/18 5:15,9,155 MM DEMOLITION,1760,195.5555556,49.159182,5.871589,CONFLANS,FRANCE,RAIL YARDS,"AMANTY, FRANCE",,,NONE,13000
304,8/30/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,8/30/18 5:15,9,115 MM,1408,156.4444444,49.159182,5.871589,CONFLANS,FRANCE,RAIL YARDS,"AMANTY, FRANCE",,,NONE,13000
305,8/30/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,8/30/18 11:35,7,115 MM,2112,301.7142857,49.286222,5.699383,DOMMARY-BARONCOURT,FRANCE,RAIL YARDS,"AMANTY, FRANCE",,,NONE,13650
306,8/30/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,8/30/18 11:35,7,155 MM DEMOLITION,440,62.85714286,49.286222,5.699383,DOMMARY-BARONCOURT,FRANCE,RAIL YARDS,"AMANTY, FRANCE",,,NONE,13650
307,8/30/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,8/30/18 17:00,6,115 MM,1760,293.3333333,49.167058,5.867188,CONFLANS,FRANCE,RAIL YARDS,"AMANTY, FRANCE",,,NONE,13650
308,8/30/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,8/30/18 17:00,6,155 MM DEMOLITION,220,36.66666667,49.167058,5.867188,CONFLANS,FRANCE,RAIL YARDS,"AMANTY, FRANCE",,,NONE,13650
309,8/30/18,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,DAY,11,,2464,224,49.16768,5.848631,"CONFLANS, THIONVILLE",FRANCE,RAILWAYS,AZELOT,48.5941522,6.2420764,4,10000
310,8/30/18,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,DAY,11,,2440,221.8181818,49.16768,5.848631,"CONFLANS, DONCOURT",FRANCE,"RAILWAYS, AERODROME",AZELOT,48.5941522,6.2420764,0,10000
311,8/30/18,UK,RAF,NO. 97 SQDN,HADLEY PAGE O/400,NIGHT,3,,4220,1406.666667,48.152448,2.202988,"BOULAY, MORHANGE",FRANCE,AERODROMES,XAFF_VILLERS,48.41122886,6.5995216,1,6500
312,8/30/18,UK,RAF,NO. 100 SQDN,FE2B,NIGHT,5,,4072,814.4,48.152448,2.202988,BOULAY,FRANCE,AERODROME,XAFF_VILLERS,48.41122886,6.5995216,0,6500
313,8/30/18,UK,RAF,NO. 215 SQDN,HADLEY PAGE O/400,NIGHT,6,,12352,2058.666667,48.152448,2.202988,BOULAY,FRANCE,AERODROME,XAFF_VILLERS,48.41122886,6.5995216,0,10000
314,8/30/18,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/400,NIGHT,1,,1568,1568,48.152448,2.202988,BOULAY,FRANCE,AERODROME,AUTREVILLE,49.58890345,3.228178024,0,10000
315,9/2/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,9/2/18 9:35,6,155 MM DEMOLITION,1100,183.3333333,49.367587,5.895311,AUDEN-LE-ROMAN,FRANCE,RAIL YARDS,"AMANTY, FRANCE",,,NONE,13650
316,9/2/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,9/2/18 9:35,6,115 MM,968,161.3333333,49.367587,5.895311,AUDEN-LE-ROMAN,FRANCE,RAIL YARDS,"AMANTY, FRANCE",,,NONE,13650
317,9/2/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,9/2/18 14:40,7,115 MM,1232,176,49.442119,5.610081,LONGUYON,FRANCE,RAIL YARDS,"AMANTY, FRANCE",,,NONE,13000
318,9/2/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,9/2/18 14:40,7,155 MM DEMOLITION,1100,157.1428571,49.442119,5.610081,LONGUYON,FRANCE,RAIL YARDS,"AMANTY, FRANCE",,,NONE,13000
319,9/2/18,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,DAY,20,,4380,219,48.915636,8.007115,BUHL (0930 & 1520),FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,0,10000
320,9/2/18,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,DAY,23,,5222,227.0434783,48.915636,8.007115,BUHL (0900 & 1530),FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,0,10000
321,9/2/18,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,DAY,21,,4328,206.0952381,48.915636,8.007115,BUHL (0925 & 1540),FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,0,6500
322,9/2/18,UK,RAF,NO. 97 SQDN,HADLEY PAGE O/400,NIGHT,5,,5654,1130.8,48.915636,8.007115,BUHL,FRANCE,AERODROME,XAFF_VILLERS,48.41122886,6.5995216,0,10000
323,9/2/18,UK,RAF,NO. 100 SQDN,HADLEY PAGE O/400,NIGHT,2,,3024,1512,48.152448,2.202988,BOULAY,FRANCE,AERODROME,XAFF_VILLERS,48.41122886,6.5995216,0,8700
324,9/2/18,UK,RAF,NO. 215 SQDN,HADLEY PAGE O/400,NIGHT,9,,19528,2169.777778,48.915636,8.007115,"BUHL, EHRANG",FRANCE,"AERODROME, RAIL JTN",XAFF_VILLERS,48.41122886,6.5995216,0,10000
325,9/2/18,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/400,NIGHT,8,,12137,1517.125,49.233333,7,"SAARBRUCKEN, BOULAY",GERMANY,"BURBACH WKS, RAIL STN, AERO",AUTREVILLE,49.58890345,3.228178024,0,10000
326,9/3/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,9/3/18 5:40,6,155 MM DEMOLITION,1540,256.6666667,49.441015,5.607775,LONGUYON,FRANCE,RAIL YARDS,"AMANTY, FRANCE",,,NONE,13650
327,9/3/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,9/3/18 5:40,6,115 MM,1320,220,49.441015,5.607775,LONGUYON,FRANCE,RAIL YARDS,"AMANTY, FRANCE",,,NONE,13650
328,9/3/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,9/3/18 17:10,6,155 MM DEMOLITION,1320,220,49.162052,5.887923,CONFLANS,FRANCE,RAIL YARDS,"AMANTY, FRANCE",,,NONE,13650
329,9/3/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,9/3/18 17:10,6,115 MM,968,161.3333333,49.162052,5.887923,CONFLANS,FRANCE,RAIL YARDS,"AMANTY, FRANCE",,,NONE,13650
330,9/3/18,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,DAY,11,,2496,226.9090909,48.924444,6.6363888,MORHANQE,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,0,10000
331,9/3/18,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,DAY,12,,2436,203,48.924444,6.6363888,MORHANGE,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,0,6500
332,9/3/18,UK,RAF,NO. 97 SQDN,HADLEY PAGE O/400,NIGHT,4,,5573,1393.25,48.152448,2.202988,BOULAY,FRANCE,AERODROME,XAFF_VILLERS,48.41122886,6.5995216,0,10000
333,9/3/18,UK,RAF,NO. 100 SQDN,HADLEY PAGE O/400,NIGHT,3,,4704,1568,48.924444,6.6363888,MORHANQE,FRANCE,AERODROME,XAFF_VILLERS,48.41122886,6.5995216,0,6500
334,9/3/18,UK,RAF,NO. 215 SQDN,HADLEY PAGE O/400,NIGHT,2,,4084,2042,48.924444,6.6363888,MORHANGE,FRANCE,AERODROME,XAFF_VILLERS,48.41122886,6.5995216,0,10000
335,9/3/18,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/400,NIGHT,7,,10956,1565.142857,48.924444,6.6363888,"MORHANGE, BOULAY",FRANCE,"AERODROMES, BLAST FURNACES",AUTREVILLE,49.58890345,3.228178024,0,10000
336,9/4/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,9/4/18 10:50,8,115 MM,1496,187,49.168628,5.883966,CONFLANS,FRANCE,RAIL YARDS,"AMANTY, FRANCE",,,"IN TODAYS RAID ONE PILOT, LT 1ST A.H. ALEXANDER, THREE OBSERVERS, 1ST LT. D.D. WARNER, 2ND LT. J.E. MCLENNON, 2ND LT. A.N. HEXTER, WERE INJURED BY ENEMY MACHINE GUN FIRE.",13780
337,9/4/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,9/4/18 10:50,8,155 MM DEMOLITION,1320,165,49.168628,5.883966,CONFLANS,FRANCE,RAIL YARDS,"AMANTY, FRANCE",,,"IN TODAYS RAID ONE PILOT, LT 1ST A.H. ALEXANDER, THREE OBSERVERS, 1ST LT. D.D. WARNER, 2ND LT. J.E. MCLENNON, 2ND LT. A.N. HEXTER, WERE INJURED BY ENEMY MACHINE GUN FIRE.",13780
338,9/4/18,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,DAY,9,,2022,224.6666667,48.915636,8.007115,BUHL,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,0,10000
339,9/4/18,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,DAY,10,,2246,224.6,48.924444,6.6363888,MORHANGE,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,0,10000
340,9/4/18,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,DAY,13,,2960,227.6923077,48.924444,6.6363888,MORHANGE,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,0,6500
341,9/6/18,UK,RAF,NO. 100 SQDN,HADLEY PAGE O/400,NIGHT,1,,1456,1456,48.668822,6.994674,LORQUIN,FRANCE,AERODROME,XAFF_VILLERS,48.41122886,6.5995216,0,8700
342,9/6/18,UK,RAF,NO. 215 SQDN,HADLEY PAGE O/400,NIGHT,1,,2042,2042,,,LELLINGEN,FRANCE,AERODROME,XAFF_VILLERS,48.41122886,6.5995216,0,9999
343,9/6/18,UK,RAF,NO. 97 SQDN,HADLEY PAGE O/400,NIGHT,2,,3136,1568,48.668822,6.994674,LORQUIN,FRANCE,AERODROME,XAFF_VILLERS,48.41122886,6.5995216,0,6500
344,9/7/18,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,DAY,6,,1362,227,49.815713,6.695214,EHRANG,GERMANY,RAIL JTN,AZELOT,48.5941522,6.2420764,0,10000
345,9/7/18,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,DAY,11,,2422,220.1818182,49.481111,8.435278,LUDWIGSHAFEN,GERMANY,BASF,AZELOT,48.5941522,6.2420764,1,10000
346,9/7/18,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,DAY,10,,2270,227,49.488333,8.464722,MANNHEIM,GERMANY,BASF,AZELOT,48.5941522,6.2420764,3,10000
347,9/12/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,9/12/18 10:45,0,90 MM,633.6,,48.912232,5.672141,BUXIERES,FRANCE,TROOPS,"AMANTY, FRANCE",,,"1ST LT A. GUNDELACH PILOT, AND 2ND LT.P.H. WAY, OBSERVER, WERE FOUND NEAR EUVILLE. - LT WAY WAS DEAD AND LT GUNDELACH DIED IN A FEW HOURS.",10000
348,9/12/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,9/12/18 10:45,0,115 MM,88,,48.912232,5.672141,BUXIERES,FRANCE,TROOPS,"AMANTY, FRANCE",,,"1ST LT A. GUNDELACH PILOT, AND 2ND LT.P.H. WAY, OBSERVER, WERE FOUND NEAR EUVILLE. - LT WAY WAS DEAD AND LT GUNDELACH DIED IN A FEW HOURS.",10000
349,9/12/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,9/12/18 13:30,9,90 MM INCENDIARY,4910.4,545.6,48.906572,5.665649,BUXERULLES,FRANCE,TROOPS AND TOWN,"AMANTY, FRANCE",,,ONE PLANE FORCED LANDING AT VAUCONLEURS ON RETURN TO AIRDROME.,2600
350,9/12/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,9/12/18 13:30,9,115 MM,704,78.22222222,48.906572,5.665649,BUXERULLES,FRANCE,TROOPS AND TOWN,"AMANTY, FRANCE",,,ONE PLANE FORCED LANDING AT VAUCONLEURS ON RETURN TO AIRDROME.,2600
351,9/12/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,9/12/18 18:35,5,90 MM INCENDIARY,2178,435.6,48.56165,6.330722,VIGNEULLES,FRANCE,TROOPS AND TOWN,"AMANTY, FRANCE",,,"PLANE#16 FORCED LANDING AT GONDRECOURT, PILOT 1ST LT. EDWARD CRONIN WAS KILLED, OBSERVER UNHURT.",2600
352,9/12/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,9/12/18 18:35,5,8 KILO BOMBS,352,70.4,48.56165,6.330722,VIGNEULLES,FRANCE,TROOPS AND TOWN,"AMANTY, FRANCE",,,"PLANE#16 FORCED LANDING AT GONDRECOURT, PILOT 1ST LT. EDWARD CRONIN WAS KILLED, OBSERVER UNHURT.",2600
353,9/12/18,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,DAY,6,,1350,225,49.066651,6.308383,"COURCELLES, ORNY, VERNY",FRANCE,RAIL TOWN,AZELOT,48.5941522,6.2420764,0,10000
354,9/12/18,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,DAY,2,,430,215,48.957439,6.05805,CHAMPEY,FRANCE,RAILWAY,AZELOT,48.5941522,6.2420764,0,6500
355,9/12/18,UK,RAF,NO. 97 SQDN,HADLEY PAGE O/400,NIGHT,2,,2900,1450,49.115461,6.175875,"METZ-SABLON, COURCELLES",FRANCE,RAILWAYS,XAFF_VILLERS,48.41122886,6.5995216,0,6500
356,9/12/18,UK,RAF,NO. 100 SQDN,HADLEY PAGE O/400,NIGHT,1,,1792,1792,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAYS,XAFF_VILLERS,48.41122886,6.5995216,0,8700
357,9/12/18,UK,RAF,NO. 215 SQDN,HADLEY PAGE O/400,NIGHT,1,,1668,1668,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAYS,XAFF_VILLERS,48.41122886,6.5995216,0,10000
358,9/12/18,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/400,NIGHT,4,,6130,1532.5,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAYS,AUTREVILLE,49.58890345,3.228178024,0,10000
359,9/12/18,USA,USAAS,1ST PURSUIT WING,SPAD XIII,,,10 KG,748,,,,ENEMY TROOPS RETREATING FROM VIGNEULLES AND CHAMBLEY,FRANCE,ENEMY TROOPS,VAUCOULEURS,48.601914,5.66551,,
360,9/12/18,FRANCE,GAR,FRENCH AERIAL DIVISION,BREGUET 14 B2,,235,20 KG,28864,122.8255319,,,,FRANCE,,FOURNEUIL,49.49353,2.107301,,
361,9/13/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,9/13/18 15:35,3,90 MM INCENDIARY,1227.6,409.2,49.048236,5.898896,CHAMBLEY,FRANCE,TROOPS AND TOWN,"AMANTY, FRANCE",,,"TWO OF OUR PLANES WERE SHOT DOWN, LT T. FARNSWORTH AND LT R.E. THOMPSON WENT DOWN NEAR CHAREY, LT S. HOPKINS AND LT BERT WILLIAMS WENT DOWN NEAR DOMMARTIN.",3900
362,9/13/18,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,DAY,16,,3596,224.75,49.011182,6.03683,"ORNY, ARNAVILLE, MT PARK",FRANCE,"RAIL JTN, BRIDGE, TRANSPORT",AZELOT,48.5941522,6.2420764,2,10000
363,9/13/18,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,DAY,14,,3064,218.8571429,49.115461,6.175875,"METZ-SABLON, ARNAVILLE, MARS, ORLY",FRANCE,"RAILWAYS, ORLY AERODROME",AZELOT,48.5941522,6.2420764,0,10000
364,9/13/18,UK,RAF,NO. 215 SQDN,HADLEY PAGE O/400,NIGHT,2,,4084,2042,49.066651,6.308383,COURCELLES,FRANCE,RAIL JTN,XAFF_VILLERS,48.41122886,6.5995216,0,10000
365,9/13/18,UK,RAF,NO. 100 SQDN,HADLEY PAGE O/400,NIGHT,2,,1120,560,49.066651,6.308383,COURCELLES,FRANCE,RAIL JTN,XAFF_VILLERS,48.41122886,6.5995216,0,8700
366,9/13/18,FRANCE,GAR,FRENCH AERIAL DIVISION,BREGUET 14 B2,,,,3190,,,,"ATTACKS MADE ON DONCOURT, JAULNY, AND OLLEY",FRANCE,CONVOYS AND TROOPS,FOURNEUIL,49.49353,2.107301,,
367,9/14/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,9/14/18 6:25,3,90 MM,950.4,316.8,49.166116,5.86912,CONFLANS,FRANCE,RR YARDS,"AMANTY, FRANCE",,,NONE,14625
368,9/14/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,9/14/18 6:25,3,155 MM DEMOLITION,220,73.33333333,49.166116,5.86912,CONFLANS,FRANCE,RR YARDS,"AMANTY, FRANCE",,,NONE,14625
369,9/14/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,9/14/18 6:25,3,90 MM INCENDIARY,39.6,13.2,49.166116,5.86912,CONFLANS,FRANCE,RR YARDS,"AMANTY, FRANCE",,,NONE,14625
370,9/14/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,9/14/18 6:25,3,ROUNDS,2.9832,0.9944,49.166116,5.86912,CONFLANS,FRANCE,RR YARDS,"AMANTY, FRANCE",,,NONE,14625
371,9/14/18,USA,USAAS,11TH AERO SQUADRON,BREGUET 14 B2,9/14/18 6:45,7,155 MM DEMOLITION,660,94.28571429,49.9892,5.5184,CONFLANS,FRANCE,RAIL YARD,"AMANTY, FRANCE",,,NONE,9750
372,9/14/18,USA,USAAS,20TH AERO SQUADRON,LIBERTY DH 4,9/14/18 6:45,8,155 MM DEMOLITION,1980,247.5,49.9892,5.5184,CONFLANS,FRANCE,RAIL YARD,"AMANTY, FRANCE",,,NONE,13000
373,9/14/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,9/14/18 11:00,6,155 MM DEMOLITION,1320,220,49.212586,5.640218,ETAIN,FRANCE,TOWN,"AMANTY, FRANCE",,,NONE,14625
374,9/14/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,9/14/18 11:00,6,90 MM,950.4,158.4,49.212586,5.640218,ETAIN,FRANCE,TOWN,"AMANTY, FRANCE",,,NONE,14625
375,9/14/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,9/14/18 11:00,6,90 MM INCENDIARY,158.4,26.4,49.212586,5.640218,ETAIN,FRANCE,TOWN,"AMANTY, FRANCE",,,NONE,14625
376,9/14/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,9/14/18 11:00,6,ROUNDS,3.729,0.6215,49.212586,5.640218,ETAIN,FRANCE,TOWN,"AMANTY, FRANCE",,,NONE,14625
377,9/14/18,USA,USAAS,11TH AERO SQUADRON,BREGUET 14 B2,9/14/18 11:15,8,,,0,48.964999,6.057756,VITTONVILLE AND ARNAVILLE,FRANCE,TOWN,"AMANTY, FRANCE",,,,10000
378,9/14/18,USA,USAAS,20TH AERO SQUADRON,LIBERTY DH 4,9/14/18 11:15,3,155 MM DEMOLITION,1320,440,49.16957,5.42104,DOMMARY-BARONCOURT,FRANCE,RAIL YARD,"AMANTY, FRANCE",,,NONE,13000
379,9/14/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,9/14/18 13:15,4,155 MM DEMOLITION,880,220,48.964999,6.057756,VITTONVILLE AND ARNAVILLE,FRANCE,TOWN,"AMANTY, FRANCE",,,NONE,11700
380,9/14/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,9/14/18 13:15,4,115 MM,528,132,48.964999,6.057756,VITTONVILLE AND ARNAVILLE,FRANCE,TOWN,"AMANTY, FRANCE",,,NONE,11700
381,9/14/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,9/14/18 13:15,4,90 MM,237.6,59.4,48.964999,6.057756,VITTONVILLE AND ARNAVILLE,FRANCE,TOWN,"AMANTY, FRANCE",,,NONE,11700
382,9/14/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,9/14/18 13:15,4,ROUNDS,3.4804,0.8701,48.964999,6.057756,VITTONVILLE AND ARNAVILLE,FRANCE,TOWN,"AMANTY, FRANCE",,,NONE,11700
383,9/14/18,USA,USAAS,20TH AERO SQUADRON,LIBERTY DH 4,9/14/18 15:35,8,155 MM DEMOLITION,3520,440,49.3338,5.59701,GORZE,FRANCE,GORZE,"AMANTY, FRANCE",,,NONE,10000
384,9/14/18,USA,USAAS,20TH AERO SQUADRON,LIBERTY DH 4,9/14/18 15:35,8,ROUNDS,12.43,1.55375,49.3338,5.59701,GORZE,FRANCE,GORZE,"AMANTY, FRANCE",,,NONE,10000
385,9/14/18,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,DAY,11,112 LB BOMB,2524,229.4545455,49.815713,6.695214,EHRANG,GERMANY,RAIL JTN,AZELOT,48.5941522,6.2420764,0,10000
386,9/14/18,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,DAY,18,112 LB BOMB,4092,227.3333333,49.115461,6.175875,"METZ-SABLON, BUHL",FRANCE,"RAILWAYS, AERODROME",AZELOT,48.5941522,6.2420764,1,10000
387,9/14/18,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,DAY,16,112 LB BOMB,3584,224,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAYS,AZELOT,48.5941522,6.2420764,0,10000
388,9/14/18,UK,RAF,NO. 110 SQDN,AIRCO DH9A DAY BOMBER,DAY,6,112 LB BOMB,2028,338,48.152448,2.202988,BOULAY,FRANCE,AERODROME,BETTONCOURT,48.35622051,6.1545324,0,10000
389,9/14/18,UK,RAF,NO. 97 SQDN,HADLEY PAGE O/400,NIGHT,9,112 LB BOMB,13522,1502.444444,49.115461,6.175875,"METZ-SABLON, KAISERN, COURCELLES",FRANCE,RAILWAYS,XAFF_VILLERS,48.41122886,6.5995216,0,6500
390,9/14/18,UK,RAF,NO. 100 SQDN,HADLEY PAGE O/400,NIGHT,3,112 LB BOMB,5264,1754.666667,49.115461,6.175875,"METZ-SABLON, BOULAY",FRANCE,"RAILWAYS, AERODROME",XAFF_VILLERS,48.41122886,6.5995216,0,8700
391,9/14/18,UK,RAF,NO. 215 SQDN,HADLEY PAGE O/400,NIGHT,9,112 LB BOMB,14295,1588.333333,49.815713,6.695214,"EHRANG, KAISERN, COURCELLES",GERMANY,RAILWAYS,XAFF_VILLERS,48.41122886,6.5995216,2,10000
392,9/14/18,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/400,NIGHT,8,112 LB BOMB,12076,1509.5,49.066651,6.308383,"COURCELLES, SAARBURG, METZ-SABLON, FRESCATY",FRANCE,RAIIWAVS. AERODROME,AUTREVILLE,49.58890345,3.228178024,1,10000
393,9/14/18,FRANCE,GAR,NIGHT BOMBARDMENT GRP,CAPRONI,,4,,660,165,,,CONFLANS,FRANCE,RAIL YARD,VILLENEUVE-LES-VERTUS,48.905278,4.001944,,
394,9/14/18,USA,USAAS,1ST PURSUIT WING,SPAD XIII,,,10 KG,176,,,,"VALLEY OF THE MAD, BETWEEN CONFLANS AND MARS-LE-TOUR, AND CHAMBLEY",FRANCE,ENEMY TROOPS AND TRANSPORTS,VAUCOULEURS,48.601914,5.66551,,
395,9/14/18,FRANCE,GAR,FRENCH AERIAL DIVISION,BREGUET 14 B2,,,,44000,,,,CONVOYS AND TROOP CONCENTRATIONS ON IMMEDIATE REAR OF ENEMY LINES,FRANCE,,FOURNEUIL,49.49353,2.107301,,
396,9/15/18,USA,USAAS,11TH AERO SQUADRON,,9/15/18 11:00,0,155 MM DEMOLITION,880,,49.011487,6.030617,ARNAVILLE,FRANCE,RR,"AMANTY, FRANCE",,,NONE,10000
397,9/15/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,9/15/18 11:00,6,155 MM DEMOLITION,1100,183.3333333,49.011487,6.030617,ARNAVILLE,FRANCE,TOWN,"AMANTY, FRANCE",,,NONE,13650
398,9/15/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,9/15/18 11:00,6,115 MM,352,58.66666667,49.011487,6.030617,ARNAVILLE,FRANCE,TOWN,"AMANTY, FRANCE",,,NONE,13650
399,9/15/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,9/15/18 11:00,6,90 MM,237.6,39.6,49.011487,6.030617,ARNAVILLE,FRANCE,TOWN,"AMANTY, FRANCE",,,NONE,13650
400,9/15/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,9/15/18 11:00,6,90 MM INCENDIARY,118.8,19.8,49.011487,6.030617,ARNAVILLE,FRANCE,TOWN,"AMANTY, FRANCE",,,NONE,13650
